Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,ShowProgressBar,LeftResponseText,RightResponseText,fname
11,1589575357093,15/05/2020 20:42:37,1589575357046,-4,15/05/2020 16:42:37,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,41,3,2,response,Zone2,response_keyboard_single,1160.700000000361,,D,1,0,1,0,,,,,1,Trial,,1,D,G,deer_gear_003.mp3
12,1589575358077,15/05/2020 20:42:38,1589575358036,-4,15/05/2020 16:42:38,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,41,3,3,Screen 1,fixation,fixation,999.960000000001,,,,0,1,0,,,,,1,Trial,,1,D,G,deer_gear_003.mp3
13,1589575358983,15/05/2020 20:42:38,1589575358736,-4,15/05/2020 16:42:38,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,50,4,1,stimulus,Zone1,content_audio,683.8450000013836,,,,0,1,0,,,,,1,Trial,,1,D,G,deer_gear_007.mp3
14,1589575362672,15/05/2020 20:42:42,1589575362459,-4,15/05/2020 16:42:42,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,50,4,2,response,Zone2,response_keyboard_single,3711.2899999992806,,D,1,0,1,0,,,,,1,Trial,,1,D,G,deer_gear_007.mp3
15,1589575363703,15/05/2020 20:42:43,1589575363449,-4,15/05/2020 16:42:43,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,50,4,3,Screen 1,fixation,fixation,999.9600000000028,,,,0,1,0,,,,,1,Trial,,1,D,G,deer_gear_007.mp3
16,1589575364219,15/05/2020 20:42:44,1589575364176,-4,15/05/2020 16:42:44,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,124,5,1,stimulus,Zone1,content_audio,708.5950000000594,,,,0,1,0,,,,,1,Trial,,1,D,G,dull_gull_008.mp3
17,1589575365549,15/05/2020 20:42:45,1589575365493,-4,15/05/2020 16:42:45,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,124,5,2,response,Zone3,response_keyboard_single,1307.9950000010285,,G,1,0,1,0,,,,,1,Trial,,1,D,G,dull_gull_008.mp3
18,1589575366532,15/05/2020 20:42:46,1589575366482,-4,15/05/2020 16:42:46,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,124,5,3,Screen 1,fixation,fixation,999.9599999999991,,,,0,1,0,,,,,1,Trial,,1,D,G,dull_gull_008.mp3
19,1589575367236,15/05/2020 20:42:47,1589575367162,-4,15/05/2020 16:42:47,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,137,6,1,stimulus,Zone1,content_audio,663.6699999999109,,,,0,1,0,,,,,1,Trial,,1,D,G,dumb_gum_006.mp3
20,1589575368111,15/05/2020 20:42:48,1589575368072,-4,15/05/2020 16:42:48,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,137,6,2,response,Zone2,response_keyboard_single,900.1500000013039,,D,1,0,1,0,,,,,1,Trial,,1,D,G,dumb_gum_006.mp3
21,1589575369100,15/05/2020 20:42:49,1589575369058,-4,15/05/2020 16:42:49,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,137,6,3,Screen 1,fixation,fixation,991.9179999999978,,,,0,1,0,,,,,1,Trial,,1,D,G,dumb_gum_006.mp3
22,1589575369757,15/05/2020 20:42:49,1589575369722,-4,15/05/2020 16:42:49,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,42,7,1,stimulus,Zone1,content_audio,643.885000001319,,,,0,1,0,,,,,1,Trial,,1,D,G,deer_gear_003.mp3
23,1589575370523,15/05/2020 20:42:50,1589575370474,-4,15/05/2020 16:42:50,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,42,7,2,response,Zone2,response_keyboard_single,741.3799999994808,,D,1,0,1,0,,,,,1,Trial,,1,D,G,deer_gear_003.mp3
24,1589575371507,15/05/2020 20:42:51,1589575371458,-4,15/05/2020 16:42:51,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,42,7,3,Screen 1,fixation,fixation,999.9600000000028,,,,0,1,0,,,,,1,Trial,,1,D,G,deer_gear_003.mp3
25,1589575372241,15/05/2020 20:42:52,1589575372197,-4,15/05/2020 16:42:52,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,131,8,1,stimulus,Zone1,content_audio,723.0550000003859,,,,0,1,0,,,,,1,Trial,,1,D,G,dumb_gum_003.mp3
26,1589575372710,15/05/2020 20:42:52,1589575372666,-4,15/05/2020 16:42:52,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,131,8,2,response,Zone2,response_keyboard_single,459.7649999996065,,D,1,0,1,0,,,,,1,Trial,,1,D,G,dumb_gum_003.mp3
