session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,Hearing difficulties,Language related disorders,Nationality,Sex,Student Status,Vision
5f15b35df60e890b11aa9ad4,5f12749ec1ac141c20bf38ab,APPROVED,2020-07-20 15:08:26.847000,2020-07-20 15:45:55.324000,2248.477,18,6,0,100,2020-07-20 21:08:32.705000,5DFE8175,Canada,United States,Other,I only know English,English,No,none,United States,Female,Yes,Yes
5f15b4150a46a669639a09fd,5efca939634adc0710e3ecab,APPROVED,2020-07-20 15:11:19.803000,2020-07-20 15:56:53.383000,2733.58,34,47,0,100,2020-07-20 21:08:34.924000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f15b5123bf60209fff49243,5efa68a23139e88a52f440ac,APPROVED,2020-07-20 15:21:46.497000,2020-07-20 16:03:07.829000,2481.332,28,35,0,100,2020-07-20 21:08:37.024000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f15bf96a2be8b0bf1650edd,5b18248744127b00013f90ce,RETURNED,2020-07-20 16:00:49.843000,,104577.475228,26,775,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f15bf9a86fcde6c614913b6,5ebc6d34046b2a0bc9f2b3b8,APPROVED,2020-07-20 16:00:35.502000,2020-07-20 16:47:05.552000,2790.05,23,142,1,100,2020-07-20 21:08:39.258000,5DFE8175,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,No,none,United States,Male,No,Yes
5f15c45da2be8b0ca4934314,5ef6a216cf5fa438db69c355,APPROVED,2020-07-20 16:24:09.172000,2020-07-20 17:02:51.966000,2322.794,33,46,0,100,2020-07-20 21:08:41.364000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f15c8977392046ca705b40e,5d375cdbca3e5500183e36e4,APPROVED,2020-07-20 16:38:51.908000,2020-07-20 17:18:05.986000,2354.078,25,227,0,100,2020-07-20 21:08:43.460000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f15cdfc168857251cfc50da,5b0484875e712a000179d8e6,APPROVED,2020-07-20 17:02:00.188000,2020-07-20 17:38:44.183000,2203.995,28,445,0,100,2020-07-20 21:08:45.739000,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Female,No,Yes
5f15d5ef6e79b70ea34bbc4d,5e573ba5ad27610fa25300aa,APPROVED,2020-07-20 17:36:22.004000,2020-07-20 18:11:38.589000,2116.585,20,213,0,100,2020-07-20 21:08:47.831000,5DFE8175,United States,United States,Unemployed (and job seeking),I only know English,English,No,none,United States,Male,Yes,Yes
5f15e5628a043d6fd750cb20,5f0fd126a0ed4a1d8782b233,TIMED-OUT,2020-07-20 18:43:08.811000,,94838.682644,20,5,0,100,,,United States,United States,Unemployed (and job seeking),I only know English,English,No,none,United States,Male,No,Yes
5f16025844b6a4748fd42975,5e99c5502a6d2c028483ea60,APPROVED,2020-07-20 20:45:39.876000,2020-07-20 21:34:40.669000,2940.793,29,102,3,98,2020-07-21 12:25:07.872000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f16cd5210de9c000b87345e,5f0d4c7395f9777610c890ce,APPROVED,2020-07-21 11:11:20.201000,2020-07-21 12:19:05.552000,4065.351,30,18,0,100,2020-07-21 12:25:13.385000,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Female,Yes,Yes
5f16f5400e5142000c095c7a,5ee927bd6d433d2afedff028,APPROVED,2020-07-21 14:06:04.940000,2020-07-21 15:03:33.478000,3448.538,24,79,0,100,2020-07-21 15:37:55.551000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f16f548de45980009729667,5ef5008530809913b434ecc0,APPROVED,2020-07-21 14:02:03.710000,2020-07-21 14:41:01.172000,2337.462,20,26,2,96,2020-07-21 15:38:01.839000,5DFE8175,United States,,Unemployed (and job seeking),I only know English,English,No,none,United States,Male,Yes,Yes
5f16f55146ebe4000ae033e7,5e77e4c881ea0636484dd745,RETURNED,2020-07-21 14:11:53.431000,,24714.227478,18,199,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f16f5557085db00088e0228,5ed4b4087d20a0473954f63e,APPROVED,2020-07-21 14:05:34.011000,2020-07-21 14:49:06.842000,2612.831,28,100,0,100,2020-07-21 15:38:04.299000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f16f55acfbdf7000b52ea61,5dc592c6aa431440aa755d5b,RETURNED,2020-07-21 14:14:00.119000,,24587.58077,21,330,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f16f560a21d53000cce82b1,5ee0dbc4b229c1091c2fa9b5,APPROVED,2020-07-21 14:02:22.404000,2020-07-21 14:42:26.597000,2404.193,25,64,0,100,2020-07-21 15:38:07.138000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f16f56351b1e00009cd4ce3,5ef60011b2670007b7e18e61,RETURNED,2020-07-21 14:05:34.725000,,25092.989957,31,43,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f16f566665ab100089e26f2,5eda2d8aac6f1d036b0aa139,APPROVED,2020-07-21 14:07:29.184000,2020-07-21 14:48:50.351000,2481.167,25,107,0,100,2020-07-21 15:38:09.717000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f16f56cf2abd8000b1d9a04,55a47692fdf99b126e625257,APPROVED,2020-07-21 14:02:20.067000,2020-07-21 14:54:33.811000,3133.744,30,1529,2,100,2020-07-21 15:38:12.189000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f16f56ecbbd8b000baf6451,5e289d54a06ebe0464cfbe58,APPROVED,2020-07-21 14:04:15.394000,2020-07-21 14:41:24.909000,2229.515,32,254,1,100,2020-07-21 15:38:14.967000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
