Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Question Key,Response
8,1589825279585,18/05/2020 18:07:59,1589825279470,-4,18/05/2020 14:07:59,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1351x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-handedness-quantised,2
9,1589825279585,18/05/2020 18:07:59,1589825279470,-4,18/05/2020 14:07:59,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1351x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,END QUESTIONNAIRE,19798
1,1589829125483,18/05/2020 19:12:05,1589829125182,-4,18/05/2020 15:12:05,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,BEGIN QUESTIONNAIRE,
2,1589829187894,18/05/2020 19:13:07,1589829187646,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,response-accent-1,New England
3,1589829188035,18/05/2020 19:13:08,1589829187649,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,response-accent-other,Other (please specify)
4,1589829188035,18/05/2020 19:13:08,1589829187649,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,response-accent-text,Northeastern
5,1589829188035,18/05/2020 19:13:08,1589829187649,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,response-sex-1,Female
6,1589829188035,18/05/2020 19:13:08,1589829187649,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,response-ethnicity-2,Not Hispanic or Latino
7,1589829188035,18/05/2020 19:13:08,1589829187649,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,response-race-5,White
8,1589829188035,18/05/2020 19:13:08,1589829187649,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,response-handedness,Right-handed
9,1589829188035,18/05/2020 19:13:08,1589829187649,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,response-handedness-quantised,1
10,1589829188035,18/05/2020 19:13:08,1589829187649,-4,18/05/2020 15:13:07,17840,4,questionnaire-d7os,,5014687,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1520x719,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order3,END QUESTIONNAIRE,62467
1,1589830057062,18/05/2020 19:27:37,1589830056002,-6,18/05/2020 13:27:36,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,BEGIN QUESTIONNAIRE,
2,1589830088977,18/05/2020 19:28:08,1589830087981,-6,18/05/2020 13:28:07,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1423x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-accent-3,Midwestern
3,1589830089213,18/05/2020 19:28:09,1589830087985,-6,18/05/2020 13:28:07,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1423x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-accent-text,
4,1589830089213,18/05/2020 19:28:09,1589830087986,-6,18/05/2020 13:28:07,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1423x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-sex-2,Male
5,1589830089213,18/05/2020 19:28:09,1589830087987,-6,18/05/2020 13:28:07,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1423x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-ethnicity-2,Not Hispanic or Latino
6,1589830089213,18/05/2020 19:28:09,1589830087988,-6,18/05/2020 13:28:07,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1423x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-race-5,White
7,1589830089213,18/05/2020 19:28:09,1589830087989,-6,18/05/2020 13:28:07,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1423x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-handedness,Right-handed
8,1589830089213,18/05/2020 19:28:09,1589830087989,-6,18/05/2020 13:28:07,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1423x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-handedness-quantised,1
9,1589830089213,18/05/2020 19:28:09,1589830087990,-6,18/05/2020 13:28:07,17840,4,questionnaire-d7os,,5014824,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1423x757,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,END QUESTIONNAIRE,31989
END OF FILE
